PLAYER,TEAM,GP,POSS,FREQ,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ,TOV FREQ,SF FREQ,AND ONE FREQ,SCORE FREQ,PERCENTILE
Donte DiVincenzo,MIL,66,0.4,3.90%,0.92,0.3,0.2,0.3,36.80%,39.50%,16.00%,8.00%,12.00%,0.00%,44.00%,63.6
Gary Trent Jr.,POR,61,0.5,6.20%,0.77,0.4,0.3,0.5,34.50%,39.70%,0.00%,3.30%,0.00%,0.00%,33.30%,27.5
J.J. Barea,DAL,29,1.1,12.50%,0.72,0.8,0.7,1,32.10%,33.90%,6.30%,6.30%,6.30%,0.00%,34.40%,21.9
Theo Pinson,BKN,33,0.9,14.90%,0.76,0.7,0.5,0.8,34.60%,36.50%,6.90%,3.40%,6.90%,0.00%,37.90%,27.1
Christian Wood,DET,62,0.6,5.20%,0.61,0.4,0.3,0.4,33.30%,33.30%,13.90%,19.40%,11.10%,0.00%,36.10%,11.8
D.J. Augustin,ORL,57,0.6,6.10%,0.6,0.4,0.4,0.4,16.00%,22.00%,16.20%,18.90%,13.50%,2.70%,24.30%,10.5
Terence Davis,TOR,72,0.2,3.00%,1.31,0.3,0.1,0.2,53.80%,65.40%,18.80%,6.30%,18.80%,6.30%,56.30%,96.8
Rondae Hollis-Jefferson,TOR,60,0.3,3.80%,1.24,0.4,0.1,0.2,57.10%,57.10%,17.60%,0.00%,17.60%,0.00%,64.70%,96
Norman Powell,TOR,52,0.4,2.60%,1.11,0.4,0.2,0.3,50.00%,59.40%,5.30%,10.50%,5.30%,0.00%,47.40%,90.3
Ricky Rubio,PHX,65,0.3,2.30%,0.96,0.3,0.2,0.3,35.30%,41.20%,18.20%,4.50%,13.60%,0.00%,45.50%,70.4
Patrick Beverley,LAC,51,0.5,5.60%,0.88,0.4,0.2,0.4,45.00%,47.50%,8.30%,12.50%,8.30%,4.20%,41.70%,55.5
Zion Williamson,NOP,24,1,4.80%,0.88,0.9,0.3,0.6,50.00%,50.00%,20.80%,29.20%,20.80%,8.30%,41.70%,55.5
Markieff Morris,DET,44,0.4,3.40%,1.18,0.5,0.2,0.3,53.30%,53.30%,11.80%,0.00%,11.80%,0.00%,58.80%,95.1
Larry Nance Jr.,CLE,56,0.4,4.00%,0.95,0.4,0.2,0.3,50.00%,55.60%,0.00%,14.30%,0.00%,0.00%,42.90%,69.6
E'Twaun Moore,NOP,56,0.4,4.70%,0.87,0.4,0.2,0.4,40.90%,45.50%,0.00%,4.30%,0.00%,0.00%,39.10%,53.3
P.J. Washington,CHA,58,0.4,3.10%,0.87,0.3,0.1,0.2,54.50%,63.60%,30.40%,30.40%,26.10%,8.70%,39.10%,53.3
Jeff Teague,ATL,25,1,10.40%,0.83,0.8,0.4,0.7,38.90%,38.90%,16.70%,16.70%,16.70%,8.30%,37.50%,45.1
Bruce Brown,DET,58,0.4,4.30%,0.77,0.3,0.2,0.3,31.60%,34.20%,15.40%,11.50%,15.40%,0.00%,38.50%,28.2
Troy Brown Jr.,WAS,69,0.4,3.50%,0.74,0.3,0.2,0.3,34.80%,34.80%,11.10%,3.70%,11.10%,0.00%,40.70%,23.1
Cory Joseph,SAC,72,0.4,5.90%,0.65,0.3,0.3,0.4,33.30%,33.30%,6.50%,9.70%,6.50%,3.20%,32.30%,15.8
Courtney Lee,DAL,24,0.5,11.50%,1.73,0.8,0.1,0.5,81.80%,86.40%,0.00%,0.00%,0.00%,0.00%,81.80%,100
Kris Dunn,CHI,51,0.4,4.40%,1,0.4,0.1,0.3,64.30%,64.30%,10.50%,21.10%,10.50%,5.30%,52.60%,80
Shabazz Napier,MIN,36,0.6,5.60%,0.86,0.5,0.3,0.5,41.20%,47.10%,4.50%,18.20%,4.50%,0.00%,36.40%,51.8
Jonas Valanciunas,MEM,70,0.3,2.40%,0.83,0.3,0.1,0.2,56.30%,56.30%,4.30%,26.10%,4.30%,0.00%,43.50%,44.1
Malik Monk,CHA,55,0.5,4.90%,0.63,0.3,0.4,0.5,19.20%,25.00%,10.00%,3.30%,10.00%,0.00%,26.70%,13.8
Isaac Bonga,WAS,66,0.2,4.60%,1.2,0.3,0.1,0.2,60.00%,60.00%,33.30%,20.00%,33.30%,20.00%,53.30%,95.5
Jabari Parker,ATL,32,0.5,3.50%,1.06,0.6,0.2,0.4,50.00%,50.00%,17.60%,11.80%,11.80%,0.00%,52.90%,85.4
Harry Giles III,SAC,46,0.4,6.30%,0.9,0.4,0.2,0.4,50.00%,50.00%,0.00%,10.00%,0.00%,0.00%,45.00%,59.3
Moritz Wagner,WAS,45,0.5,5.50%,0.86,0.4,0.2,0.3,30.80%,30.80%,28.60%,14.30%,28.60%,4.80%,42.90%,50.2
Omari Spellman,GSW,49,0.4,5.40%,0.86,0.4,0.2,0.4,47.40%,47.40%,0.00%,9.50%,0.00%,0.00%,42.90%,50.2
Jalen Brunson,DAL,57,0.4,4.50%,0.82,0.3,0.2,0.3,38.90%,38.90%,9.10%,9.10%,4.50%,0.00%,40.90%,42
Tyler Herro,MIA,55,0.5,3.40%,0.69,0.3,0.3,0.4,27.30%,27.30%,11.50%,3.80%,11.50%,0.00%,34.60%,19.8
Garrett Temple,BKN,62,0.5,4.10%,0.64,0.3,0.3,0.4,28.00%,32.00%,7.10%,7.10%,7.10%,3.60%,28.60%,15
JJ Redick,NOP,60,0.3,2.10%,1.06,0.3,0.1,0.1,57.10%,71.40%,31.30%,25.00%,31.30%,6.30%,50.00%,86.2
Monte Morris,DEN,73,0.3,3.10%,0.85,0.2,0.1,0.2,44.40%,44.40%,5.00%,10.00%,5.00%,5.00%,40.00%,48.6
Solomon Hill,MEM,48,0.4,6.90%,0.85,0.4,0.2,0.4,38.90%,44.40%,10.00%,5.00%,10.00%,5.00%,40.00%,48.6
Markelle Fultz,ORL,72,0.3,2.00%,0.85,0.2,0.1,0.2,61.50%,61.50%,5.00%,35.00%,5.00%,5.00%,40.00%,48.6
Elfrid Payton,NYK,45,0.5,3.80%,0.77,0.4,0.2,0.4,38.90%,38.90%,13.60%,4.50%,13.60%,0.00%,40.90%,29.5
Nemanja Bjelica,SAC,72,0.3,3.20%,0.68,0.2,0.2,0.3,38.90%,41.70%,4.00%,24.00%,4.00%,0.00%,32.00%,17.8
Terrence Ross,ORL,69,0.4,2.70%,0.65,0.2,0.2,0.3,33.30%,35.70%,3.80%,15.40%,0.00%,0.00%,30.80%,16.6
Lonzo Ball,NOP,63,0.5,3.60%,0.52,0.3,0.3,0.4,21.40%,26.80%,6.10%,12.10%,6.10%,3.00%,21.20%,6.5
Brandon Goodwin,ATL,34,0.3,4.70%,1.46,0.5,0.1,0.3,70.00%,70.00%,9.10%,0.00%,9.10%,0.00%,72.70%,98.4
John Collins,ATL,41,0.3,1.90%,1.14,0.4,0.1,0.2,50.00%,50.00%,28.60%,7.10%,14.30%,7.10%,57.10%,93.9
Robert Covington,MIN,48,0.3,2.30%,1.14,0.3,0.1,0.3,50.00%,66.70%,0.00%,14.30%,0.00%,0.00%,42.90%,93.9
Damyean Dotson,NYK,48,0.3,4.40%,1.14,0.3,0.1,0.3,46.20%,53.80%,7.10%,0.00%,7.10%,0.00%,50.00%,93.9
Andrew Wiggins,GSW,12,1.6,8.10%,0.84,1.3,0.8,1.4,41.20%,41.20%,15.80%,5.30%,15.80%,10.50%,42.10%,46.9
Darius Bazley,OKC,61,0.3,4.90%,0.84,0.3,0.2,0.3,37.50%,43.80%,10.50%,10.50%,10.50%,5.30%,36.80%,46.9
Derrick White,SAS,68,0.3,2.70%,0.8,0.2,0.1,0.2,42.90%,46.40%,10.00%,25.00%,10.00%,5.00%,35.00%,36.1
Michael Carter-Williams,ORL,45,0.4,5.60%,0.8,0.4,0.3,0.4,31.60%,31.60%,15.00%,0.00%,10.00%,10.00%,35.00%,36.1
Dwayne Bacon,CHA,39,0.6,7.30%,0.73,0.4,0.3,0.5,38.90%,38.90%,9.10%,9.10%,9.10%,0.00%,40.90%,22.3
Cam Reddish,ATL,58,0.4,3.50%,0.64,0.3,0.2,0.4,33.30%,35.70%,4.00%,12.00%,4.00%,0.00%,32.00%,14.2
Al Horford,PHI,67,0.4,3.00%,0.64,0.2,0.3,0.4,29.20%,31.30%,4.00%,0.00%,4.00%,0.00%,32.00%,14.2
Victor Oladipo,IND,19,1.6,9.40%,0.53,0.8,0.8,1.2,27.30%,29.50%,6.70%,20.00%,6.70%,0.00%,26.70%,6.9
Josh Okogie,MIN,62,0.2,1.80%,1.5,0.2,0,0.1,66.70%,75.00%,30.00%,10.00%,30.00%,0.00%,70.00%,99.2
Nickeil Alexander-Walker,NOP,47,0.4,5.40%,0.83,0.3,0.2,0.3,37.50%,37.50%,11.10%,0.00%,11.10%,0.00%,44.40%,45.1
Kyle Anderson,MEM,67,0.3,4.70%,0.75,0.2,0.1,0.2,42.90%,42.90%,25.00%,5.00%,25.00%,0.00%,45.00%,24.2
LaMarcus Aldridge,SAS,53,0.4,2.20%,0.71,0.3,0.2,0.3,33.30%,33.30%,14.30%,4.80%,14.30%,4.80%,38.10%,21.1
Ky Bowman,GSW,45,0.6,6.40%,0.58,0.3,0.3,0.4,17.60%,20.60%,15.40%,19.20%,15.40%,0.00%,26.90%,10.1
Jordan McLaughlin,MIN,30,0.3,4.50%,1.4,0.5,0.1,0.3,75.00%,81.30%,10.00%,10.00%,10.00%,0.00%,70.00%,97.6
Trey Burke,PHI,25,0.4,6.90%,1.4,0.6,0.1,0.3,71.40%,71.40%,30.00%,0.00%,30.00%,0.00%,80.00%,97.6
Frank Jackson,NOP,59,0.2,3.20%,1.08,0.2,0.1,0.2,50.00%,55.00%,15.40%,7.70%,7.70%,0.00%,53.80%,87.8
Mario Hezonja,POR,53,0.3,4.90%,1,0.3,0.1,0.2,44.40%,44.40%,21.40%,14.30%,21.40%,0.00%,50.00%,80
Luke Kennard,DET,28,0.5,3.60%,0.93,0.5,0.2,0.4,40.00%,45.00%,13.30%,20.00%,6.70%,0.00%,40.00%,66.5
Mason Plumlee,DEN,61,0.2,3.40%,0.93,0.2,0.1,0.2,40.00%,40.00%,33.30%,0.00%,33.30%,0.00%,60.00%,66.5
Brook Lopez,MIL,68,0.2,2.00%,0.88,0.2,0.1,0.1,30.00%,30.00%,25.00%,12.50%,25.00%,0.00%,43.80%,55.5
Frank Ntilikina,NYK,57,0.3,4.00%,0.82,0.2,0.1,0.2,50.00%,50.00%,5.90%,17.60%,5.90%,5.90%,41.20%,43.5
De'Anthony Melton,MEM,60,0.3,3.30%,0.78,0.2,0.2,0.3,35.30%,41.20%,0.00%,5.60%,0.00%,0.00%,33.30%,31.7
Glenn Robinson III,GSW,48,0.4,3.60%,0.67,0.3,0.2,0.3,33.30%,33.30%,14.30%,14.30%,14.30%,0.00%,38.10%,17.1
Yogi Ferrell,SAC,50,0.3,5.60%,1,0.3,0.1,0.1,50.00%,50.00%,38.50%,23.10%,38.50%,7.70%,53.80%,80
Lonnie Walker IV,SAS,61,0.2,3.00%,1,0.2,0.1,0.2,46.20%,50.00%,0.00%,0.00%,0.00%,0.00%,46.20%,80
Chris Chiozza,BKN,18,0.8,10.80%,0.93,0.7,0.5,0.8,35.70%,42.90%,7.10%,0.00%,7.10%,7.10%,35.70%,65.6
Marvin Bagley III,SAC,13,1.5,9.50%,0.68,1,0.8,1.3,35.30%,35.30%,5.30%,10.50%,5.30%,5.30%,31.60%,18.3
Shabazz Napier,WAS,20,1.1,8.30%,0.62,0.7,0.6,0.9,29.40%,38.20%,0.00%,19.00%,0.00%,0.00%,23.80%,13
Dzanan Musa,BKN,40,0.3,5.10%,1,0.3,0.2,0.2,33.30%,44.40%,16.70%,8.30%,0.00%,0.00%,41.70%,80
Cody Zeller,CHA,58,0.2,2.10%,0.92,0.2,0.1,0.2,33.30%,41.70%,7.70%,0.00%,7.70%,0.00%,38.50%,65
Wesley Matthews,MIL,67,0.2,3.10%,0.8,0.2,0.1,0.1,10.00%,10.00%,33.30%,6.70%,33.30%,6.70%,33.30%,36.1
Steven Adams,OKC,63,0.2,2.20%,0.8,0.2,0.1,0.2,45.50%,45.50%,6.70%,20.00%,6.70%,0.00%,40.00%,36.1
Shaquille Harrison,CHI,43,0.4,7.70%,0.75,0.3,0.2,0.3,33.30%,33.30%,12.50%,12.50%,12.50%,0.00%,37.50%,24.2
Dario Saric,PHX,66,0.2,2.30%,0.75,0.2,0.1,0.2,41.70%,41.70%,6.30%,18.80%,6.30%,0.00%,37.50%,24.2
Vince Carter,ATL,60,0.2,2.90%,1.1,0.2,0.1,0.1,37.50%,43.80%,20.00%,0.00%,10.00%,0.00%,50.00%,89.8
Tony Snell,DET,59,0.2,2.40%,1.1,0.2,0.1,0.1,62.50%,68.80%,0.00%,20.00%,0.00%,0.00%,50.00%,89.8
Jonathan Isaac,ORL,34,0.3,2.60%,1,0.3,0.2,0.3,45.50%,50.00%,0.00%,0.00%,0.00%,0.00%,45.50%,80
Jevon Carter,PHX,58,0.2,3.80%,1,0.2,0.1,0.2,33.30%,38.90%,18.20%,0.00%,9.10%,0.00%,45.50%,80
James Johnson,MIN,14,0.9,6.80%,0.92,0.8,0.4,0.6,37.50%,37.50%,25.00%,8.30%,25.00%,0.00%,50.00%,62.9
Allonzo Trier,NYK,24,0.5,8.10%,0.92,0.5,0.2,0.3,42.90%,42.90%,25.00%,16.70%,16.70%,0.00%,50.00%,62.9
Isaiah Thomas,WAS,40,0.4,2.60%,0.79,0.3,0.2,0.3,33.30%,37.50%,7.10%,7.10%,7.10%,0.00%,35.70%,33.5
Kevin Huerter,ATL,56,0.3,2.20%,0.69,0.2,0.2,0.3,31.30%,34.40%,6.30%,0.00%,6.30%,6.30%,31.30%,19.1
PJ Dozier,DEN,29,0.6,8.10%,0.69,0.4,0.4,0.6,31.30%,34.40%,0.00%,0.00%,0.00%,0.00%,31.30%,19.1
Raul Neto,PHI,54,0.3,6.20%,0.61,0.2,0.2,0.3,31.30%,31.30%,11.10%,5.60%,11.10%,5.60%,33.30%,11.8
Josh Jackson,MEM,22,0.5,4.90%,1,0.5,0.2,0.3,28.60%,28.60%,30.00%,0.00%,30.00%,0.00%,50.00%,80
Sekou Doumbouya,DET,38,0.3,3.80%,0.91,0.3,0.1,0.2,50.00%,50.00%,18.20%,18.20%,18.20%,9.10%,45.50%,60.8
Danuel House Jr.,HOU,63,0.2,1.70%,0.91,0.2,0.1,0.2,36.40%,40.90%,9.10%,0.00%,9.10%,9.10%,36.40%,60.8
Lauri Markkanen,CHI,50,0.2,1.60%,0.83,0.2,0.1,0.2,41.70%,41.70%,0.00%,0.00%,0.00%,0.00%,41.70%,45.1
Gary Harris,DEN,56,0.2,2.10%,0.77,0.2,0.1,0.1,33.30%,33.30%,38.50%,15.40%,30.80%,0.00%,53.80%,28.2
Kent Bazemore,SAC,25,0.5,4.80%,0.77,0.4,0.3,0.4,22.20%,22.20%,30.80%,7.70%,30.80%,7.70%,38.50%,28.2
Draymond Green,GSW,43,0.3,3.10%,0.71,0.2,0.2,0.3,27.30%,31.80%,21.40%,7.10%,14.30%,7.10%,35.70%,21.1
Reggie Jackson,DET,14,1.1,6.80%,0.63,0.7,0.8,1.1,26.70%,33.30%,0.00%,6.30%,0.00%,0.00%,25.00%,13.4
OG Anunoby,TOR,69,0.3,2.60%,0.56,0.1,0.1,0.1,44.40%,44.40%,5.60%,44.40%,5.60%,0.00%,27.80%,9.3
Marko Guduric,MEM,44,0.4,8.90%,0.56,0.2,0.3,0.4,18.80%,18.80%,16.70%,5.60%,16.70%,11.10%,22.20%,9.3
Tyus Jones,MEM,65,0.3,4.10%,0.48,0.2,0.2,0.3,23.50%,23.50%,4.80%,14.30%,0.00%,0.00%,23.80%,4
Alex Caruso,LAL,64,0.2,2.80%,0.82,0.1,0.1,0.1,28.60%,28.60%,36.40%,9.10%,9.10%,9.10%,45.50%,42
Jeremiah Martin,BKN,9,1.2,17.20%,0.82,1,0.8,1.2,36.40%,40.90%,0.00%,0.00%,0.00%,0.00%,36.40%,42
Malik Beasley,MIN,14,0.9,4.50%,0.75,0.6,0.6,0.9,33.30%,37.50%,0.00%,0.00%,0.00%,0.00%,33.30%,24.2
Andre Drummond,CLE,8,1.8,9.30%,0.64,1.1,0.8,1.3,40.00%,45.00%,14.30%,21.40%,14.30%,7.10%,28.60%,15
Patty Mills,SAS,66,0.2,2.20%,0.6,0.1,0.1,0.2,27.30%,31.80%,6.70%,20.00%,6.70%,0.00%,26.70%,10.9
Marcus Morris Sr.,LAC,19,1.1,9.70%,0.45,0.5,0.8,0.9,16.70%,19.40%,10.00%,0.00%,10.00%,0.00%,25.00%,3.6
Marquese Chriss,GSW,59,0.2,2.40%,0.62,0.1,0.1,0.1,25.00%,25.00%,23.10%,23.10%,23.10%,7.70%,30.80%,12.6
Brandon Clarke,MEM,58,0.3,2.60%,0.53,0.1,0.2,0.2,30.80%,30.80%,0.00%,13.30%,0.00%,0.00%,26.70%,6.9
Hassan Whiteside,POR,67,0.2,1.60%,0.53,0.1,0.1,0.2,33.30%,33.30%,0.00%,20.00%,0.00%,0.00%,26.70%,6.9
Brad Wanamaker,BOS,71,0.2,3.20%,0.5,0.1,0.1,0.2,9.10%,9.10%,18.80%,12.50%,18.80%,0.00%,25.00%,4.5
Hamidou Diallo,OKC,46,0.3,3.70%,0.5,0.2,0.1,0.2,25.00%,25.00%,21.40%,21.40%,21.40%,0.00%,28.60%,4.5
JaVale McGee,LAL,68,0.2,2.80%,0.55,0.1,0.1,0.1,37.50%,37.50%,0.00%,27.30%,0.00%,0.00%,27.30%,8.5
Reggie Jackson,LAC,17,0.6,6.70%,0.55,0.4,0.5,0.6,20.00%,25.00%,9.10%,9.10%,9.10%,9.10%,18.20%,8.5
Domantas Sabonis,IND,62,0.2,1.00%,0.5,0.1,0.1,0.2,27.30%,27.30%,0.00%,8.30%,0.00%,0.00%,25.00%,4.5
Elie Okobo,PHX,55,0.3,6.00%,0.4,0.1,0.1,0.2,30.00%,30.00%,6.70%,26.70%,0.00%,0.00%,20.00%,2
Willie Cauley-Stein,GSW,41,0.5,6.30%,0.3,0.1,0.3,0.4,12.50%,12.50%,5.00%,15.00%,5.00%,0.00%,15.00%,0
Denzel Valentine,CHI,36,0.3,3.80%,0.5,0.1,0.2,0.3,22.20%,27.80%,0.00%,10.00%,0.00%,0.00%,20.00%,4.5
Jahlil Okafor,NOP,30,0.3,4.40%,0.5,0.2,0.2,0.3,22.20%,22.20%,10.00%,0.00%,10.00%,0.00%,30.00%,4.5
Naz Reid,MIN,30,0.5,5.30%,0.33,0.2,0.4,0.4,15.40%,19.20%,0.00%,13.30%,0.00%,0.00%,13.30%,0.8
Kevin Knox II,NYK,65,0.2,3.00%,0.33,0.1,0.2,0.2,0.00%,0.00%,20.00%,13.30%,20.00%,0.00%,20.00%,0.8
Edmond Sumner,IND,31,0.3,5.60%,0.4,0.1,0.2,0.2,28.60%,28.60%,10.00%,20.00%,10.00%,0.00%,20.00%,2
Sterling Brown,MIL,52,0.2,3.20%,0.4,0.1,0.1,0.2,25.00%,25.00%,0.00%,20.00%,0.00%,0.00%,20.00%,2
Furkan Korkmaz,PHI,72,0.1,1.50%,0.3,0,0.1,0.1,0.00%,0.00%,20.00%,10.00%,10.00%,0.00%,20.00%,0