Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
410,Glenn Robinson III\robingl02,SF,27,SAC,23,369,9.1,.554,.444,.232,3.2,10.5,6.8,7.0,0.5,0.7,9.2,13.8,,0.3,-0.1,0.2,.023,,-1.9,-2.8,-4.6,-0.2
411,Jerome Robinson\robinje01,SG,23,WAS,13,221,6.0,.456,.463,.254,0.9,15.1,7.9,10.7,1.3,0.8,12.9,16.0,,-0.2,0.1,-0.1,-0.018,,-5.3,-1.7,-7.1,-0.3
412,Mitchell Robinson\robinmi01,C,22,NYK,27,778,17.5,.647,.000,.295,13.5,17.4,15.5,2.6,2.1,5.2,11.1,11.2,,1.5,1.4,3.0,.184,,-0.4,1.2,0.8,0.6
413,Isaiah Roby\robyis01,PF,22,OKC,30,640,15.1,.599,.279,.305,7.5,18.9,13.3,12.7,1.9,2.4,15.7,17.4,,0.7,1.0,1.6,.123,,-1.7,1.2,-0.6,0.2
414,Rajon Rondo\rondora01,PG,34,ATL,20,300,9.7,.481,.459,.027,1.5,14.5,8.0,32.3,2.0,0.6,26.5,14.5,,-0.1,0.3,0.2,.025,,-2.5,-0.1,-2.6,0.0
415,Derrick Rose\rosede01,PG,32,TOT,25,588,17.1,.519,.208,.253,1.3,9.0,5.1,32.6,2.4,1.6,12.8,27.8,,0.2,0.7,0.9,.071,,0.8,-0.2,0.5,0.4
416,Derrick Rose\rosede01,PG,32,DET,15,342,17.3,.517,.212,.272,1.9,7.8,4.7,32.9,2.6,1.1,12.3,29.9,,0.1,0.3,0.4,.053,,1.2,-0.8,0.4,0.2
417,Derrick Rose\rosede01,PG,32,NYK,10,246,16.8,.523,.202,.220,0.4,10.7,5.6,32.1,2.2,2.4,13.7,24.9,,0.1,0.4,0.5,.096,,0.2,0.6,0.8,0.2
418,Terrence Ross\rosste01,SG,29,ORL,35,1032,13.0,.528,.445,.189,1.2,11.5,6.1,12.1,1.8,1.5,10.1,23.9,,-0.1,0.9,0.8,.037,,-1.3,-0.9,-2.2,-0.1
419,Terry Rozier\roziete01,SG,26,CHO,33,1106,17.8,.626,.506,.182,1.7,10.9,6.2,15.1,2.0,1.1,11.2,23.3,,1.9,0.9,2.8,.121,,2.7,-0.8,1.9,1.1
420,Ricky Rubio\rubiori01,PG,30,MIN,34,863,12.0,.506,.347,.314,1.7,12.1,6.6,35.0,2.3,0.0,20.7,16.4,,0.3,0.6,0.9,.051,,-2.9,-0.6,-3.5,-0.3
421,D'Angelo Russell\russeda01,PG,24,MIN,20,583,16.2,.544,.454,.196,1.6,8.3,4.8,29.4,1.8,1.4,13.2,29.3,,0.1,0.3,0.4,.035,,2.3,-1.8,0.4,0.4
422,Domantas Sabonis\sabondo01,PF,24,IND,35,1278,20.0,.593,.184,.395,8.0,26.3,17.1,25.3,1.4,1.4,16.3,24.8,,2.2,1.6,3.8,.141,,2.4,0.8,3.3,1.7
423,Luka Šamanić\samanlu01,PF,21,SAS,9,99,11.5,.560,.588,.235,6.2,23.5,14.7,1.4,1.5,1.8,13.8,19.0,,0.0,0.1,0.1,.050,,-2.4,-1.2,-3.6,0.0
424,JaKarr Sampson\sampsja02,PF,27,IND,15,97,11.6,.536,.156,.313,9.3,24.4,16.8,1.4,1.0,2.7,14.2,18.9,,0.0,0.1,0.1,.048,,-3.6,-1.4,-5.0,-0.1
425,Dario Šarić\saricda01,PF,26,PHO,17,307,19.4,.612,.427,.259,5.2,19.2,12.4,11.0,2.3,0.9,11.6,26.2,,0.5,0.5,1.0,.151,,0.7,0.3,1.0,0.2
426,Tomáš Satoranský\satorto01,SG,29,CHI,23,476,14.7,.661,.348,.259,1.9,11.9,7.0,28.1,1.2,0.7,21.4,14.2,,1.0,0.4,1.3,.134,,0.2,-0.2,0.1,0.2
427,Dennis Schröder\schrode01,SG,27,LAL,33,1030,13.1,.543,.265,.346,2.0,10.4,6.2,20.8,1.4,0.7,14.5,22.4,,0.6,1.4,2.0,.094,,-1.6,-0.4,-2.0,0.0
428,Mike Scott\scottmi01,PF,32,PHI,17,295,6.6,.560,.794,.079,1.5,15.5,8.7,2.2,1.3,0.6,13.3,10.8,,0.0,0.3,0.3,.046,,-2.9,-0.4,-3.3,-0.1
429,Collin Sexton\sextoco01,SG,22,CLE,31,1127,17.3,.580,.231,.325,2.0,6.2,4.1,21.5,1.6,0.3,12.4,28.1,,1.5,0.5,2.0,.086,,1.5,-1.7,-0.1,0.5
430,Landry Shamet\shamela01,SG,23,BRK,33,650,9.1,.552,.750,.176,0.9,9.2,5.3,7.4,1.1,0.6,10.0,17.3,,0.2,0.3,0.5,.035,,-2.4,-1.8,-4.1,-0.4
431,Iman Shumpert\shumpim01,SG,30,BRK,2,11,-0.3,.250,.750,.000,10.8,0.0,5.1,0.0,4.4,0.0,20.0,19.8,,-0.1,0.0,0.0,-0.211,,-10.2,-2.7,-13.0,0.0
432,Pascal Siakam\siakapa01,PF,26,TOR,30,1075,17.5,.542,.249,.304,5.8,17.7,11.6,21.4,1.6,2.0,10.5,25.0,,1.4,1.1,2.5,.112,,0.6,-0.3,0.3,0.6
433,Chris Silva\silvach01,PF,24,MIA,6,53,16.2,.805,.111,1.333,15.7,22.3,19.1,16.7,0.9,4.0,35.9,18.8,,0.1,0.1,0.2,.176,,-3.2,1.1,-2.0,0.0
434,Ben Simmons\simmobe01,PG,24,PHI,31,1051,19.9,.614,.021,.503,5.8,19.3,12.8,33.5,2.2,1.8,20.4,20.6,,2.0,1.6,3.7,.168,,1.8,2.1,3.8,1.6
435,Anfernee Simons\simonan01,SG,21,POR,32,543,11.4,.564,.718,.118,1.1,14.4,7.6,11.1,0.5,0.8,10.4,20.5,,0.4,0.1,0.5,.046,,-0.1,-2.4,-2.6,-0.1
436,Deividas Sirvydis\sirvyde01,SG,20,DET,5,8,-9.0,.129,1.000,.667,0.0,14.4,7.0,15.8,0.0,0.0,0.0,21.1,,-0.1,0.0,-0.1,-0.304,,-17.2,-7.3,-24.5,0.0
437,Marcus Smart\smartma01,PG,26,BOS,17,549,14.6,.516,.479,.330,1.4,8.3,4.8,26.1,2.8,1.5,12.2,19.2,,0.6,0.5,1.1,.100,,0.0,0.2,0.3,0.3
438,Dennis Smith Jr.\smithde03,PG,23,TOT,15,275,14.3,.473,.404,.128,3.9,12.5,8.1,28.1,3.2,2.6,12.9,20.9,,0.0,0.4,0.4,.061,,-1.4,1.6,0.2,0.2
439,Dennis Smith Jr.\smithde03,PG,23,NYK,3,28,6.9,.356,.400,.600,0.0,7.5,3.8,14.5,5.4,0.0,7.3,21.5,,-0.1,0.1,0.0,-0.013,,-8.2,3.9,-4.3,0.0
440,Dennis Smith Jr.\smithde03,PG,23,DET,12,247,15.1,.488,.404,.081,4.4,13.1,8.6,29.6,3.0,2.9,13.5,20.9,,0.0,0.3,0.4,.070,,-0.6,1.3,0.7,0.2
441,Ish Smith\smithis01,PG,32,WAS,19,391,10.6,.404,.172,.129,2.6,15.4,8.9,30.8,1.8,0.9,13.4,15.0,,-0.1,0.3,0.2,.021,,-2.2,-0.3,-2.5,0.0
442,Jalen Smith\smithja04,PF,20,PHO,11,57,7.2,.402,.421,.105,10.1,11.5,10.8,4.7,0.0,3.1,4.8,16.4,,0.0,0.1,0.0,.009,,-2.5,-1.7,-4.2,0.0
443,Tony Snell\snellto01,SG,29,ATL,23,420,9.6,.688,.729,.000,2.9,9.3,6.1,8.9,0.3,1.5,13.3,10.0,,0.6,0.1,0.7,.083,,0.0,-0.7,-0.7,0.2
444,Ray Spalding\spaldra01,C,23,HOU,2,19,0.9,.410,.250,.500,10.8,11.6,11.2,0.0,0.0,9.2,38.1,17.7,,-0.1,0.0,-0.1,-0.164,,-8.9,-1.4,-10.4,0.0
445,Cassius Stanley\stanlca01,SG,21,IND,8,23,6.8,.489,.286,.714,9.8,4.9,7.3,0.0,0.0,7.5,9.8,19.2,,0.0,0.0,0.0,.040,,-6.3,-1.6,-7.9,0.0
446,Lamar Stevens\stevela01,PF,23,CLE,24,346,8.6,.467,.181,.340,3.8,17.1,10.3,9.4,1.6,2.1,12.2,15.3,,-0.2,0.3,0.1,.021,,-4.9,-0.1,-5.0,-0.3
447,Isaiah Stewart\stewais01,C,19,DET,34,626,14.6,.578,.034,.219,13.7,21.4,17.4,5.8,1.4,4.9,15.8,13.2,,0.7,0.8,1.5,.116,,-2.7,0.1,-2.5,-0.1
448,Max Strus\strusma01,SF,24,MIA,19,283,11.8,.618,.825,.136,0.8,6.8,4.0,5.7,0.5,0.0,2.7,17.7,,0.4,0.2,0.6,.095,,0.7,-1.7,-1.0,0.1
449,Edmond Sumner\sumneed01,SG,25,IND,22,251,12.1,.602,.317,.329,3.6,10.3,7.0,5.7,2.5,0.7,15.3,19.1,,0.1,0.3,0.3,.061,,-2.9,0.0,-2.9,-0.1
450,Jae'Sean Tate\tateja01,SF,25,HOU,34,933,13.3,.605,.274,.226,7.0,13.6,10.2,9.3,1.6,1.7,12.6,14.5,,1.2,1.0,2.2,.113,,-2.0,0.3,-1.7,0.1
451,Jayson Tatum\tatumja01,SF,22,BOS,31,1110,19.7,.547,.345,.245,1.8,20.7,11.1,20.7,1.9,1.3,10.1,30.4,,1.4,1.2,2.6,.111,,3.3,-0.4,3.0,1.4
452,Jeff Teague\teaguje01,PG,32,BOS,28,506,10.1,.502,.285,.304,1.5,8.8,5.1,15.8,2.2,0.9,15.2,17.9,,0.0,0.4,0.4,.036,,-3.2,-0.2,-3.4,-0.2
453,Garrett Temple\templga01,SG,34,CHI,33,936,9.5,.544,.524,.152,2.4,10.1,6.4,9.4,1.6,1.7,11.0,13.7,,0.4,0.8,1.2,.063,,-2.7,-0.1,-2.8,-0.2
454,Tyrell Terry\terryty01,PG,20,DAL,11,56,5.9,.318,.438,.188,0.0,11.6,5.8,14.3,4.3,0.0,10.4,15.2,,-0.1,0.1,-0.1,-0.057,,-7.7,2.2,-5.5,-0.1
455,Daniel Theis\theisda01,C,28,BOS,34,827,15.1,.639,.332,.273,5.8,17.5,11.6,7.9,1.2,4.3,12.4,14.6,,1.4,0.9,2.3,.132,,-0.6,0.7,0.1,0.4
456,Brodric Thomas\thomabr01,SG,24,HOU,4,24,7.4,.496,.857,1.000,4.3,13.8,8.8,23.3,2.0,3.6,28.4,25.0,,-0.1,0.0,0.0,-0.045,,-6.9,-0.5,-7.3,0.0
457,Matt Thomas\thomama02,SG,26,TOR,21,145,8.2,.545,.674,.130,0.7,10.3,5.4,8.8,0.7,0.0,9.3,16.0,,0.0,0.1,0.1,.029,,-2.3,-2.3,-4.5,-0.1
458,Tristan Thompson\thomptr01,PF,29,BOS,34,774,15.6,.557,.014,.364,15.1,26.3,20.6,6.0,0.8,1.6,11.3,15.2,,1.3,0.8,2.0,.125,,-0.6,-1.5,-2.1,0.0
459,Sindarius Thornwell\thornsi01,SG,26,NOP,11,53,8.8,.540,.462,.154,2.1,4.2,3.1,4.9,3.7,0.0,12.6,12.8,,0.0,0.0,0.0,.021,,-3.9,1.1,-2.8,0.0
460,Matisse Thybulle\thybuma01,SG,23,PHI,33,596,8.4,.459,.613,.132,2.3,6.4,4.4,6.6,3.7,4.4,10.4,8.9,,-0.1,1.1,0.9,.076,,-3.5,3.8,0.3,0.3
461,Killian Tillie\tilliki02,C,22,MEM,2,21,-1.1,.375,.500,.000,5.0,5.3,5.2,0.0,2.3,0.0,20.0,10.0,,0.0,0.0,0.0,-0.038,,-8.7,-1.2,-9.9,0.0
462,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,27,551,14.0,.562,.222,.146,7.7,17.2,12.3,11.1,2.2,2.8,12.5,14.7,,0.5,0.8,1.3,.116,,-1.8,0.9,-0.9,0.2
463,Obi Toppin\toppiob01,PF,22,NYK,27,342,11.9,.561,.411,.131,2.9,17.8,10.5,6.6,1.2,2.9,11.7,16.5,,0.1,0.5,0.6,.083,,-2.1,0.5,-1.6,0.0
464,Juan Toscano-Anderson\toscaju01,SG,27,GSW,23,474,11.7,.657,.372,.191,3.6,19.1,11.4,14.5,1.3,2.3,20.3,11.4,,0.5,0.7,1.1,.115,,-2.1,1.2,-0.9,0.1
465,Karl-Anthony Towns\townska01,C,25,MIN,16,524,22.7,.609,.314,.302,9.3,27.1,17.8,20.4,1.3,4.2,15.0,27.2,,0.9,0.6,1.5,.142,,3.1,1.1,4.2,0.8
466,Gary Trent Jr.\trentga02,SG,22,POR,33,1030,12.7,.554,.575,.104,1.9,5.5,3.7,7.1,1.2,0.4,5.0,19.9,,1.2,0.0,1.2,.056,,0.2,-2.5,-2.4,-0.1
467,P.J. Tucker\tuckepj01,PF,35,HOU,32,959,5.6,.500,.656,.176,3.5,13.2,8.2,6.3,1.4,1.6,19.0,7.8,,-0.2,1.0,0.8,.039,,-5.1,0.3,-4.8,-0.7
468,Myles Turner\turnemy01,C,24,IND,33,1038,16.5,.601,.475,.335,4.9,18.6,11.7,4.0,1.6,9.3,10.9,17.3,,1.0,1.8,2.8,.128,,-0.9,1.7,0.9,0.7
469,Jonas Valančiūnas\valanjo01,C,28,MEM,27,733,20.2,.589,.088,.284,13.4,32.5,22.7,9.9,1.0,2.2,13.6,23.7,,1.1,1.1,2.2,.143,,0.7,-1.1,-0.4,0.3
470,Denzel Valentine\valende01,SG,27,CHI,30,591,10.9,.481,.569,.024,2.3,20.3,11.5,12.5,1.8,0.1,6.7,19.4,,-0.1,0.6,0.5,.040,,-1.8,-0.9,-2.7,-0.1
471,Jarred Vanderbilt\vandeja01,PF,21,MIN,34,652,16.1,.618,.014,.453,9.7,22.9,15.9,11.4,2.8,2.8,17.4,13.0,,0.8,0.9,1.7,.125,,-1.7,1.2,-0.5,0.2
472,Fred VanVleet\vanvlfr01,SG,26,TOR,34,1249,17.7,.549,.527,.234,2.0,11.8,6.7,27.7,2.2,2.2,10.0,24.0,,2.1,1.3,3.3,.127,,2.6,0.1,2.6,1.5
473,Devin Vassell\vassede01,SF,20,SAS,26,451,12.5,.529,.500,.167,3.6,15.7,9.6,8.3,3.1,1.7,8.1,14.1,,0.2,0.7,0.9,.100,,-1.7,1.9,0.2,0.3
474,Gabe Vincent\vincega01,PG,24,MIA,25,375,6.5,.480,.622,.147,0.9,6.9,4.1,12.7,1.6,0.6,11.6,20.6,,-0.5,0.3,-0.1,-0.013,,-5.3,-1.1,-6.5,-0.4
475,Noah Vonleh\vonleno01,PF,25,BRK,4,11,-19.0,.000,.667,.000,0.0,9.7,5.1,10.1,0.0,0.0,40.0,19.8,,-0.1,0.0,-0.1,-0.487,,-20.9,-8.9,-29.9,-0.1
476,Nikola Vučević\vucevni01,C,30,ORL,36,1220,24.2,.571,.317,.128,5.7,30.7,17.8,21.1,1.4,1.7,7.2,29.4,,2.4,1.6,4.0,.156,,5.9,0.1,6.0,2.5
477,Dean Wade\wadede01,PF,24,CLE,28,320,10.6,.605,.703,.162,4.5,17.0,10.6,7.9,0.9,1.4,13.1,12.3,,0.3,0.2,0.5,.077,,-0.8,-0.2,-1.0,0.1
478,Moritz Wagner\wagnemo01,C,23,WAS,22,315,16.7,.631,.333,.419,3.6,18.8,11.0,12.1,2.3,1.7,10.1,18.2,,0.6,0.4,1.0,.146,,-0.2,0.9,0.7,0.2
479,Kemba Walker\walkeke02,PG,30,BOS,20,600,16.5,.530,.508,.221,1.5,12.2,6.8,23.4,1.7,1.1,11.2,28.1,,0.5,0.5,1.0,.081,,2.1,-0.9,1.3,0.5
480,Lonnie Walker\walkelo01,SG,22,SAS,30,819,8.9,.508,.468,.127,0.7,10.3,5.5,9.2,0.9,1.4,8.8,19.3,,-0.4,0.7,0.3,.016,,-2.7,-1.6,-4.3,-0.5
481,John Wall\walljo01,PG,30,HOU,25,793,16.5,.524,.339,.300,1.4,9.7,5.4,33.9,1.3,2.0,14.2,31.5,,-0.2,0.7,0.5,.030,,1.9,-1.6,0.2,0.5
482,Brad Wanamaker\wanambr01,PG,31,GSW,37,599,9.2,.478,.346,.340,1.4,9.4,5.4,21.8,2.0,0.9,15.8,15.7,,-0.1,0.7,0.6,.049,,-4.2,0.5,-3.7,-0.3
483,T.J. Warren\warretj01,SF,27,IND,4,117,11.9,.560,.137,.196,1.9,11.6,6.7,6.7,0.8,0.0,6.7,22.0,,0.1,0.1,0.1,.050,,-3.0,-2.5,-5.5,-0.1
484,P.J. Washington\washipj01,PF,22,CHO,31,910,14.1,.560,.357,.295,5.3,18.3,11.7,14.0,1.8,4.0,15.9,19.1,,0.5,1.1,1.6,.083,,-1.1,0.5,-0.6,0.3
485,Yuta Watanabe\watanyu01,SF,26,TOR,22,268,9.5,.472,.550,.133,7.3,22.7,14.8,4.0,1.6,4.6,11.2,11.5,,0.0,0.4,0.4,.063,,-2.9,-0.4,-3.3,-0.1
486,Tremont Waters\watertr01,PG,23,BOS,10,98,11.7,.478,.484,.258,2.3,7.0,4.6,40.8,3.0,0.0,27.4,20.8,,0.0,0.1,0.0,.021,,-0.5,-0.8,-1.3,0.0
487,Paul Watson\watsopa01,SF,26,TOR,16,74,12.7,.725,.850,.000,2.9,18.6,10.5,3.9,0.0,2.8,4.8,12.3,,0.2,0.0,0.2,.131,,1.2,-1.7,-0.6,0.0
488,Quinndary Weatherspoon\weathqu01,SG,24,SAS,5,24,-10.3,.340,.200,.400,0.0,8.8,4.3,15.2,2.0,0.0,50.5,21.4,,-0.2,0.0,-0.2,-0.313,,-18.3,-3.9,-22.2,-0.1
489,Russell Westbrook\westbru01,PG,32,WAS,27,923,16.1,.484,.207,.331,4.9,25.5,15.0,45.5,1.6,0.9,18.7,31.2,,-0.9,0.9,0.0,.001,,0.6,-0.8,-0.2,0.4
490,Coby White\whiteco01,PG,20,CHI,34,1130,12.1,.538,.478,.161,1.7,14.9,8.5,21.3,0.5,0.4,13.5,22.4,,0.5,0.7,1.2,.051,,-1.2,-2.1,-3.3,-0.4
491,Derrick White\whitede01,SG,26,SAS,8,189,15.1,.508,.512,.174,0.5,7.3,3.8,24.0,2.0,3.7,7.0,22.8,,0.1,0.2,0.3,.086,,0.7,0.8,1.5,0.2
492,Hassan Whiteside\whiteha01,C,31,SAC,23,335,20.9,.586,.007,.399,11.6,32.6,21.8,5.0,0.9,7.6,12.9,23.6,,0.3,0.3,0.6,.091,,-1.0,-0.1,-1.1,0.1
493,Greg Whittington\whittgr01,PF,27,DEN,2,8,-10.2,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,,0.0,0.0,0.0,-0.264,,-10.8,-5.8,-16.5,0.0
494,Andrew Wiggins\wiggian01,PF,25,GSW,37,1193,13.1,.547,.355,.234,3.4,11.1,7.3,10.4,1.2,3.0,10.7,22.9,,-0.1,1.4,1.3,.051,,-1.2,-0.9,-2.1,0.0
495,Grant Williams\willigr01,PF,22,BOS,28,517,8.5,.583,.522,.252,5.8,11.9,8.8,6.5,1.2,2.0,17.4,12.9,,0.2,0.4,0.6,.057,,-3.3,-0.3,-3.7,-0.2
496,Kenrich Williams\willike04,PF,26,OKC,36,681,13.8,.622,.298,.143,7.4,14.8,11.1,13.0,2.0,0.9,15.6,13.6,,0.9,0.9,1.8,.125,,-1.4,1.2,-0.2,0.3
497,Lou Williams\willilo02,PG,34,LAC,35,794,15.7,.526,.262,.257,2.0,9.2,5.7,24.3,1.9,0.3,12.0,26.4,,0.6,0.6,1.3,.078,,-0.4,-1.6,-2.0,0.0
498,Patrick Williams\willipa01,PF,19,CHI,33,939,10.3,.566,.287,.246,3.6,15.0,9.4,5.5,1.2,2.3,14.2,15.7,,0.1,0.9,1.0,.053,,-2.9,-0.6,-3.5,-0.4
499,Robert Williams\williro04,C,23,BOS,29,468,25.6,.722,.008,.320,15.7,25.4,20.5,10.0,2.7,8.4,16.8,15.3,,1.4,0.9,2.4,.244,,2.5,2.8,5.4,0.9
500,Zion Williamson\willizi01,PF,20,NOP,34,1126,26.8,.650,.035,.511,9.2,15.1,12.1,17.7,1.4,2.1,11.6,28.6,,4.1,0.5,4.6,.198,,4.8,-0.6,4.2,1.8
501,D.J. Wilson\wilsodj01,PF,24,MIL,11,99,8.2,.478,.634,.049,3.3,20.6,12.1,3.9,0.5,3.6,8.7,19.5,,-0.1,0.1,0.0,.013,,-3.6,-2.1,-5.7,-0.1
502,Dylan Windler\windldy01,SF,24,CLE,22,417,12.7,.603,.612,.252,4.5,20.3,12.2,9.6,1.8,2.2,16.1,14.1,,0.3,0.4,0.8,.088,,-0.6,0.3,-0.3,0.2
503,Justise Winslow\winslju01,SF,24,MEM,6,134,6.1,.417,.234,.156,3.9,21.7,12.6,9.5,1.1,2.8,12.8,24.7,,-0.4,0.2,-0.2,-0.072,,-7.1,-0.3,-7.3,-0.2
504,Cassius Winston\winstca01,PG,22,WAS,6,44,9.8,.597,.700,.200,0.0,9.8,4.8,17.7,0.0,2.0,8.4,11.2,,0.1,0.0,0.1,.089,,-2.2,-1.8,-4.0,0.0
505,James Wiseman\wisemja01,C,19,GSW,26,541,14.2,.551,.109,.283,7.1,22.7,15.0,5.1,0.8,4.6,12.0,24.8,,-0.2,0.9,0.6,.057,,-3.7,-0.8,-4.5,-0.3
506,Christian Wood\woodch01,C,25,HOU,17,530,24.2,.634,.285,.240,6.0,29.8,17.4,8.0,1.4,4.3,9.5,26.3,,0.9,0.9,1.8,.165,,3.5,0.5,4.0,0.8
507,Robert Woodard\woodaro01,SF,21,SAC,6,17,22.9,.547,.273,.182,19.1,33.4,26.1,0.0,0.0,0.0,7.8,32.2,,0.0,0.0,0.0,.003,,3.9,-5.9,-2.0,0.0
508,Delon Wright\wrighde01,SG,28,DET,29,848,17.0,.575,.311,.336,4.1,13.7,8.7,25.2,2.4,1.6,11.5,15.6,,1.6,0.9,2.5,.144,,1.7,1.6,3.2,1.1
509,Thaddeus Young\youngth01,PF,32,CHI,30,760,20.7,.615,.080,.168,10.7,15.0,12.9,25.7,2.6,1.9,16.0,19.7,,1.8,1.0,2.7,.173,,1.8,1.7,3.4,1.0
510,Trae Young\youngtr01,PG,22,ATL,34,1182,22.9,.595,.369,.538,2.3,10.8,6.6,45.4,1.2,0.6,16.5,32.7,,3.4,0.6,4.1,.165,,5.6,-1.5,4.1,1.8
511,Cody Zeller\zelleco01,C,28,CHO,18,421,17.0,.556,.134,.232,11.7,23.6,17.6,15.3,1.3,2.6,11.3,17.8,,0.7,0.5,1.2,.137,,-0.3,0.3,0.1,0.2
512,Ivica Zubac\zubaciv01,C,23,LAC,38,753,20.2,.707,.005,.473,13.8,25.5,19.8,8.0,0.9,3.5,15.1,15.2,,2.4,1.0,3.4,.217,,0.8,-0.2,0.6,0.5